wav_filename,wav_filesize,transcript,stt,I,D,S,N,Accuracy
singlish-test/2220.wav,168,excavations have also found remains of gold copper bronze and glass workshops,excabations have also found remains of gold copper bronze and glass workshops,0,0,1,77,0.987012987012987
singlish-test/2221.wav,136,depending on budget and objectives parents should select something suitable,depending on budget and objectives parents should select something suitable,0,0,0,75,1.0
singlish-test/2222.wav,97,i remember the atmosphere that night,i remember the atmosphere that night,0,0,0,36,1.0
singlish-test/2223.wav,96,it was a town built on hilly terrain,her was a town built on hillytarene,1,2,6,36,0.75
singlish-test/2224.wav,92,and knew its rhythms by heart,and knew its rhythms by heart,0,0,0,29,1.0
singlish-test/2225.wav,150,this was so as the couples motorcycle license plates were highly visible,this was so as the couples morcycle's license pla were highly visible,2,5,0,72,0.9027777777777778
singlish-test/2226.wav,179,bribes were sent by wire transfer to swiss bank accounts or cash in bags or envelopes,bribes were sent by wire transfer to swissbank accounts or cash in bags or envelopes,0,1,0,85,0.9882352941176471
singlish-test/2227.wav,124,and nobody wanted to sit near him during school assembly,and nobody wanted to sit near him during school assembly,0,0,0,56,1.0
singlish-test/2228.wav,153,measures of business and consumer confidence have also lifted in recent weeks,measures of business and consumer confidence have also lifted in recent weeks,0,0,0,77,1.0
singlish-test/2229.wav,110,after parting with the money the women disappear,after parting with the money the woman disappear,0,0,1,48,0.9791666666666666
singlish-test/2230.wav,150,an individual company officer can also be held personally responsible,an individual company officer can also be held personally responsible,0,0,0,69,1.0
singlish-test/2231.wav,156,he also enjoyed tending to his orchids fishes birds and race horses,he also enjoye ttending to his orcits fishes birds and race horses,1,2,1,67,0.9402985074626866
singlish-test/2232.wav,160,issuing a payslip is simply an act of giving the employee a copy of the calculation,issuing a passlip is simply an act of giving the employ a copy of the calculation,0,2,1,83,0.963855421686747
singlish-test/2233.wav,111,now go forth you are ready for your reunion dinners,now go forth you are ready for your reunion dinners,0,0,0,51,1.0
singlish-test/2234.wav,103,because words can create and destroy,because words can create and destroy,0,0,0,36,1.0
singlish-test/2235.wav,102,do you consider yourself to be a romantic,do you consider yourself to be a romantic,0,0,0,41,1.0
singlish-test/2236.wav,180,additionally the two companies plan to collaborate on corporate social responsibility projects,additionally the two companies planned to collaborate on comporate social responsibility projects,3,0,1,94,0.9574468085106383
singlish-test/2237.wav,150,the survey sought to highlight the contribution households make to the republics food waste,the savire sought to highlike the contribution households make the republics food waste,2,6,3,91,0.8791208791208791
singlish-test/2238.wav,189,checks on licences aside entrepreneurs are glad for spaces that allow them to try their recipes,chakstone licenses acie antropiners are glad for spaces that allow them to try their recipes,1,4,7,95,0.8736842105263158
singlish-test/2239.wav,161,clearly the company reached out to established musicians like tee for a reason,clearly the company reached out to establish musican slec tea for a reason,1,5,3,78,0.8846153846153846
singlish-test/2240.wav,141,her husband disappeared leaving her and her two daughters to fend for themselves,her husband disappeared leaving her and her two daughters to fend for themselves,0,0,0,80,1.0
singlish-test/2241.wav,150,along with the problems for african crops other growers are also facing challenges,along with the problems of african crops other growrs also feacing challenges,1,6,1,82,0.9024390243902439
singlish-test/2242.wav,173,consistently good food and an effective branding and p r campaign is also imperative,consistently good food and an effective branding and pierre campaign is also imperative,3,0,1,84,0.9523809523809523
singlish-test/2243.wav,178,despite the black sheep these sites are no longer outposts of alternative viewpoints,despite the black sheep these sides are no longer utposts of alternative viewpoints,0,1,1,84,0.9761904761904762
singlish-test/2244.wav,157,he will be charged in court on friday for dishonestly to receiving stolen property,he will be charged in cotton friday for dishonestly receiving stolen property,0,5,1,82,0.926829268292683
singlish-test/2245.wav,130,so were on track to launch sometime towards the end of the month,so we n track the launch sometimes towards the end of the month,2,3,1,64,0.90625
singlish-test/2246.wav,131,five protagonists will bring the audience through the acts from start to finish,five potagonist will bring the audience to the acts from starte to finish,1,7,0,79,0.8987341772151899
singlish-test/2247.wav,134,bicycles and electric bicycles are supposed to be used only on the roads,bicycles and electrical bicycles are supposed to be used only on the roads,2,0,0,72,0.9722222222222222
singlish-test/2248.wav,139,growth was mainly driven by the i t and formation services segment,growth was mearly driven by the ity informations of his assegmen,4,6,8,66,0.7272727272727273
singlish-test/2249.wav,127,of course there is no excuses to say we are underdogs,of course there is no excuses to say we are under dogs,1,0,0,53,0.9811320754716981
singlish-test/2250.wav,135,operators may opt out of imposing this surcharge if they wish,operators me optar of imposing this surcharge if de wish,0,5,4,61,0.8524590163934426
singlish-test/2251.wav,153,this is is on top of the existing team and individual categories,this is is on top of the existing team and individual categories,0,0,0,64,1.0
singlish-test/2252.wav,137,but the retailers surveyed still failed to initiate weighing the pieces,but the retailer sof ate still fail to initiate weighing the pieces,0,4,5,71,0.8732394366197183
singlish-test/2253.wav,120,brown diamonds range in tone from very light to very dark,brown diamonds rangonton from very light to very dark,0,4,1,57,0.9122807017543859
singlish-test/2254.wav,126,half a million dollars and its not even benefiting singapore football,half a million dollars and is not even benefiting singup or football,1,2,1,69,0.9420289855072463
singlish-test/2255.wav,148,all three companies are reportedly managed by a bangladeshi permanent resident,all three companies are reportedly managed by a bunga rishipum and resident,0,3,9,78,0.8461538461538461
singlish-test/2256.wav,134,but now after research we have understood that everybody behaves differently,but now after we search we have understood that everybody behaves differently,1,0,1,76,0.9736842105263158
singlish-test/2257.wav,110,i recently fostered a dog who had been debarked,i reacinly fostered te dog who had been debarked,2,1,2,47,0.8936170212765957
singlish-test/2258.wav,119,and theres something about knocking someone off their perch,and there's something about knocking someone of their perch,1,1,0,59,0.9661016949152542
singlish-test/2259.wav,120,interview rooms for career coaching will also be available,interview rooms wa career coaching will also be available,0,1,2,58,0.9482758620689655
singlish-test/2260.wav,113,at one point i saw a bottle being thrown,at one point i saw a bottle being thrown,0,0,0,40,1.0
singlish-test/2261.wav,112,as such love is imbued in each homemade item,a such love is imbued in each hommy itom,0,4,2,44,0.8636363636363636
singlish-test/2262.wav,120,however he has now withdrawn entirely from the election,however he has now bedrawn entirely from the election,0,2,2,55,0.9272727272727272
singlish-test/2263.wav,108,but after a few hours the boat engines stopped,but after a few hours the boat engian stopped,1,2,0,46,0.9347826086956522
singlish-test/2264.wav,113,but conservative caution brings a different kind of risk,but conservative caution brings a different kind of risk,0,0,0,56,1.0
singlish-test/2265.wav,121,after resolving the crisis she became the stars manager,after resolving the crisis she became the star's manager,1,0,0,55,0.9818181818181818
singlish-test/2266.wav,110,clean energy from nuclear plants could be an answer,clean energy from newker plants could be an answer,0,1,3,51,0.9215686274509803
singlish-test/2267.wav,134,there is no departure from our internet regulatory framework,there is no departure from our intinate regulay to reframe work,5,2,3,60,0.8333333333333334
singlish-test/2268.wav,104,i prefer to charge my phone at home overnight,i prefer to charge my fawn at home overnight,0,1,3,45,0.9111111111111111
singlish-test/2269.wav,118,charities expect donations this year to rise even further,charity's expectdonitions this heare to rise even further,1,1,4,57,0.8947368421052632
singlish-test/2270.wav,163,as lorry flipped on its side it left a debris trail of wooden boards and painting supplies,as lorry flipp on its side it left the the bris trail of wooden boards and painting supplies,4,2,2,90,0.9111111111111111
