Unnamed: 0,WavFilesPath,stt,new_path,transcript,I,D,S,N,Accuracy
604,/content/drive/MyDrive/singlish/train/2311.wav,he reiterated his support the librarys stand to withdraw the books,2311,he reiterated his support the librarys stand to withdraw the books,0,0,0,66,1.0
645,/content/drive/MyDrive/singlish/train/2312.wav,but make sure darth vader is not invited to the party later,2312,but make sure darth vader is not invited to the party later,0,0,0,59,1.0
642,/content/drive/MyDrive/singlish/train/2313.wav,it also confirmed that it had documentary evidence of these consultancy works,2313,it also confirmed that it had documentary evidence of these consultancy works,0,0,0,77,1.0
629,/content/drive/MyDrive/singlish/train/2314.wav,a room or building with niches for funeral urns to be stored,2314,a room or building with niches for funeral urns to be stored,0,0,0,60,1.0
583,/content/drive/MyDrive/singlish/train/2315.wav,growing up my dad had to support us selling fried bananas from a pushcart in the street,2315,growing up my dad had to support us selling fried bananas from a pushcart in the street,0,0,0,87,1.0
669,/content/drive/MyDrive/singlish/train/2316.wav,he harvested ice by cutting them up from frozen lakes in america then sold and exported them,2316,he harvested ice by cutting them up from frozen lakes in america then sold and exported them,0,0,0,92,1.0
618,/content/drive/MyDrive/singlish/train/2317.wav,ending the conversation is as easy as closing the window,2317,ending the conversation is as easy as closing the window,0,0,0,56,1.0
574,/content/drive/MyDrive/singlish/train/2318.wav,dengue is a persistent problem,2318,dengue is a persistent problem,0,0,0,30,1.0
597,/content/drive/MyDrive/singlish/train/2319.wav,collaboration occurs at a higher level than coordination or cooperation,2319,collaboration occurs at a higher level than coordination or cooperation,0,0,0,71,1.0
679,/content/drive/MyDrive/singlish/train/2320.wav,but there has been a catch to tans international fame,2320,but there has been a catch to tans international fame,0,0,0,53,1.0
613,/content/drive/MyDrive/singlish/train/2321.wav,once inside he would collect the passes and payments from them and reuse the passes,2321,once inside he would collect the passes and payments from them and reuse the passes,0,0,0,83,1.0
680,/content/drive/MyDrive/singlish/train/2322.wav,compensation details will only be revealed at later date,2322,compensation details will only be revealed at later date,0,0,0,56,1.0
628,/content/drive/MyDrive/singlish/train/2323.wav,additional inspections are also carried out in response to public feedback on animal welfare issues,2323,additional inspections are also carried out in response to public feedback on animal welfare issues,0,0,0,99,1.0
598,/content/drive/MyDrive/singlish/train/2324.wav,but do use both types cooked rather than raw as they turn mellow after cooking,2324,but do use both types cooked rather than raw as they turn mellow after cooking,0,0,0,78,1.0
614,/content/drive/MyDrive/singlish/train/2325.wav,almost everyone has assets at the time of his demise,2325,almost everyone has assets at the time of his demise,0,0,0,52,1.0
650,/content/drive/MyDrive/singlish/train/2326.wav,be it female or male,2326,be it female or male,0,0,0,20,1.0
649,/content/drive/MyDrive/singlish/train/2327.wav,engaging the community will also be vital in fighting terrorism,2327,engaging the community will also be vital in fighting terrorism,0,0,0,63,1.0
667,/content/drive/MyDrive/singlish/train/2328.wav,did they worship this car,2328,did they worship this car,0,0,0,25,1.0
594,/content/drive/MyDrive/singlish/train/2329.wav,the boy has since recovered,2329,the boy has since recovered,0,0,0,27,1.0
599,/content/drive/MyDrive/singlish/train/2330.wav,for the utilities borrowing peoples batteries would mean not having to build or buy them,2330,for the utilities borrowing peoples batteries would mean not having to build or buy them,0,0,0,88,1.0
675,/content/drive/MyDrive/singlish/train/2331.wav,provides us with a reservoir of strength and resilience should we ever face an attack,2331,provides us with a reservoir of strength and resilience should we ever face an attack,0,0,0,85,1.0
646,/content/drive/MyDrive/singlish/train/2332.wav,across the river the fullerton hotel will be holding a performance tour through its area,2332,across the river the fullerton hotel will be holding a performance tour through its area,0,0,0,88,1.0
595,/content/drive/MyDrive/singlish/train/2333.wav,little activity was reported from the indian ocean this week,2333,little activity was reported from the indian ocean this week,0,0,0,60,1.0
670,/content/drive/MyDrive/singlish/train/2334.wav,it may also help instil a lifelong habit of volunteerism,2334,it may also help instil a lifelong habit of volunteerism,0,0,0,56,1.0
644,/content/drive/MyDrive/singlish/train/2335.wav,and one in three admitted viewing pornography in the past year whether intentional or accidental,2335,and one in three admitted viewing pornography in the past year whether intentional or accidental,0,0,0,96,1.0
677,/content/drive/MyDrive/singlish/train/2336.wav,is it worth its price,2336,is it worth its price,0,0,0,21,1.0
609,/content/drive/MyDrive/singlish/train/2337.wav,but the trend has now assumed a completely different dimension,2337,but the trend has now assumed a completely different dimension,0,0,0,62,1.0
576,/content/drive/MyDrive/singlish/train/2338.wav,this is an aggravating factor due to the sums involved,2338,this is an aggravating factor due to the sums involved,0,0,0,54,1.0
596,/content/drive/MyDrive/singlish/train/2339.wav,the penalties are also clear,2339,the penalties are also clear,0,0,0,28,1.0
672,/content/drive/MyDrive/singlish/train/2340.wav,this sentence has been amended,2340,this sentence has been amended,0,0,0,30,1.0
626,/content/drive/MyDrive/singlish/train/2341.wav,mary and her family were moving to another city,2341,mary and her family were moving to another city,0,0,0,47,1.0
607,/content/drive/MyDrive/singlish/train/2342.wav,they brought some clothes and three days worth of food and water in their car,2342,they brought some clothes and three days worth of food and water in their car,0,0,0,77,1.0
661,/content/drive/MyDrive/singlish/train/2343.wav,on the way to their destination they drove past a hill that overlooked vast fields of sunflowers,2343,on the way to their destination they drove past a hill that overlooked vast fields of sunflowers,0,0,0,96,1.0
674,/content/drive/MyDrive/singlish/train/2344.wav,when they reached they saw a huge tree and sat beneath the foliage,2344,when they reached they saw a huge tree and sat beneath the foliage,0,0,0,66,1.0
668,/content/drive/MyDrive/singlish/train/2345.wav,they fed their hungry stomachs with the egg and ham sandwiches that marys mother had made,2345,they fed their hungry stomachs with the egg and ham sandwiches that marys mother had made,0,0,0,89,1.0
658,/content/drive/MyDrive/singlish/train/2346.wav,after their satisfying lunch the family took a nap with the grass as their bed,2346,after their satisfying lunch the family took a nap with the grass as their bed,0,0,0,78,1.0
627,/content/drive/MyDrive/singlish/train/2347.wav,when they woke up from their rest it was already mid afternoon,2347,when they woke up from their rest it was already mid afternoon,0,0,0,62,1.0
600,/content/drive/MyDrive/singlish/train/2348.wav,as they walked back they were shocked to see a pack of stray dogs circling around the car,2348,as they walked back they were shocked to see a pack of stray dogs circling around the car,0,0,0,89,1.0
620,/content/drive/MyDrive/singlish/train/2349.wav,it seemed that they had smelt the food that were left in the boot,2349,it seemed that they had smelt the food that were left in the boot,0,0,0,65,1.0
582,/content/drive/MyDrive/singlish/train/2350.wav,soon the menacing pack began to approach the poor outnumbered family,2350,soon the menacing pack began to approach the poor outnumbered family,0,0,0,68,1.0
619,/content/drive/MyDrive/singlish/train/2351.wav,suddenly a gun shot was fired from a distance which sent the dogs fleeing in an instant,2351,suddenly a gun shot was fired from a distance which sent the dogs fleeing in an instant,0,0,0,87,1.0
579,/content/drive/MyDrive/singlish/train/2352.wav,he told them that it was rare for tourists to make a stop at this area,2352,he told them that it was rare for tourists to make a stop at this area,0,0,0,70,1.0
647,/content/drive/MyDrive/singlish/train/2353.wav,marys father thanked the old man and passed him an untouched box of sandwiches,2353,marys father thanked the old man and passed him an untouched box of sandwiches,0,0,0,78,1.0
639,/content/drive/MyDrive/singlish/train/2354.wav,mary fell asleep on her mothers lap beat from the whole ordeal,2354,mary fell asleep on her mothers lap beat from the whole ordeal,0,0,0,62,1.0
578,/content/drive/MyDrive/singlish/train/2355.wav,i was the third one to perform,2355,i was the third one to perform,0,0,0,30,1.0
657,/content/drive/MyDrive/singlish/train/2356.wav,i felt happy upon hearing the good news from my parents,2356,i felt happy upon hearing the good news from my parents,0,0,0,55,1.0
660,/content/drive/MyDrive/singlish/train/2357.wav,flourless cakes are not always better for,2357,flourless cakes are not always better for,0,0,0,41,1.0
631,/content/drive/MyDrive/singlish/train/2358.wav,you can bake shortbread cookies just with sugar butter and flour,2358,you can bake shortbread cookies just with sugar butter and flour,0,0,0,64,1.0
611,/content/drive/MyDrive/singlish/train/2359.wav,my uncle is thirty years younger than me,2359,my uncle is thirty years younger than me,0,0,0,40,1.0
633,/content/drive/MyDrive/singlish/train/2360.wav,i attached a mirror to my closet door,2360,i attached a mirror to my closet door,0,0,0,37,1.0
605,/content/drive/MyDrive/singlish/train/2361.wav,something seems to be bothering him,2361,something seems to be bothering him,0,0,0,35,1.0
623,/content/drive/MyDrive/singlish/train/2362.wav,he was the president of the dance club in my school,2362,he was the president of the dance club in my school,0,0,0,51,1.0
636,/content/drive/MyDrive/singlish/train/2363.wav,after a hot day all i want to do is take a bath,2363,after a hot day all i want to do is take a bath,0,0,0,47,1.0
